question_id,question_content,topic_tags,difficulty,weight,answer,student_response
Q0281,Passage comprehension question 281 about main idea,Main Idea,Easy,5,Sample correct answer 281,Sample student response 281
Q0282,Passage comprehension question 282 about vocabulary,Vocabulary,Medium,1,Sample correct answer 282,Sample student response 282
Q0283,Passage comprehension question 283 about inference,Inference,Hard,3,Sample correct answer 283,Sample student response 283
Q0284,Passage comprehension question 284 about vocabulary,Vocabulary,Hard,4,Sample correct answer 284,Sample student response 284
Q0285,Passage comprehension question 285 about inference,Inference,Easy,5,Sample correct answer 285,Sample student response 285
Q0286,Passage comprehension question 286 about main idea,Main Idea,Medium,4,Sample correct answer 286,Sample student response 286
Q0287,Passage comprehension question 287 about details,Details,Medium,2,Sample correct answer 287,Sample student response 287
Q0288,Passage comprehension question 288 about inference,Inference,Medium,4,Sample correct answer 288,Sample student response 288
Q0289,Passage comprehension question 289 about inference,Inference,Easy,4,Sample correct answer 289,Sample student response 289
Q0290,Passage comprehension question 290 about details,Details,Easy,5,Sample correct answer 290,Sample student response 290
Q0291,Passage comprehension question 291 about inference,Inference,Easy,2,Sample correct answer 291,Sample student response 291
Q0292,Passage comprehension question 292 about tone,Tone,Medium,1,Sample correct answer 292,Sample student response 292
Q0293,Passage comprehension question 293 about vocabulary,Vocabulary,Easy,5,Sample correct answer 293,Sample student response 293
Q0294,Passage comprehension question 294 about details,Details,Hard,5,Sample correct answer 294,Sample student response 294
Q0295,Passage comprehension question 295 about tone,Tone,Easy,5,Sample correct answer 295,Sample student response 295
Q0296,Passage comprehension question 296 about details,Details,Medium,4,Sample correct answer 296,Sample student response 296
Q0297,Passage comprehension question 297 about main idea,Main Idea,Hard,4,Sample correct answer 297,Sample student response 297
Q0298,Passage comprehension question 298 about main idea,Main Idea,Hard,5,Sample correct answer 298,Sample student response 298
Q0299,Passage comprehension question 299 about inference,Inference,Hard,1,Sample correct answer 299,Sample student response 299
Q0300,Passage comprehension question 300 about vocabulary,Vocabulary,Hard,2,Sample correct answer 300,Sample student response 300
Q0301,Passage comprehension question 301 about main idea,Main Idea,Hard,1,Sample correct answer 301,Sample student response 301
Q0302,Passage comprehension question 302 about vocabulary,Vocabulary,Easy,2,Sample correct answer 302,Sample student response 302
Q0303,Passage comprehension question 303 about tone,Tone,Easy,2,Sample correct answer 303,Sample student response 303
Q0304,Passage comprehension question 304 about inference,Inference,Medium,4,Sample correct answer 304,Sample student response 304
Q0305,Passage comprehension question 305 about tone,Tone,Medium,3,Sample correct answer 305,Sample student response 305
Q0306,Passage comprehension question 306 about inference,Inference,Easy,3,Sample correct answer 306,Sample student response 306
Q0307,Passage comprehension question 307 about main idea,Main Idea,Hard,4,Sample correct answer 307,Sample student response 307
Q0308,Passage comprehension question 308 about inference,Inference,Hard,2,Sample correct answer 308,Sample student response 308
Q0309,Passage comprehension question 309 about main idea,Main Idea,Hard,5,Sample correct answer 309,Sample student response 309
Q0310,Passage comprehension question 310 about vocabulary,Vocabulary,Medium,1,Sample correct answer 310,Sample student response 310
Q0311,Passage comprehension question 311 about tone,Tone,Easy,2,Sample correct answer 311,Sample student response 311
Q0312,Passage comprehension question 312 about main idea,Main Idea,Easy,1,Sample correct answer 312,Sample student response 312
Q0313,Passage comprehension question 313 about inference,Inference,Easy,3,Sample correct answer 313,Sample student response 313
Q0314,Passage comprehension question 314 about tone,Tone,Hard,5,Sample correct answer 314,Sample student response 314
Q0315,Passage comprehension question 315 about main idea,Main Idea,Medium,1,Sample correct answer 315,Sample student response 315
Q0316,Passage comprehension question 316 about details,Details,Hard,3,Sample correct answer 316,Sample student response 316
Q0317,Passage comprehension question 317 about details,Details,Medium,5,Sample correct answer 317,Sample student response 317
Q0318,Passage comprehension question 318 about tone,Tone,Medium,4,Sample correct answer 318,Sample student response 318
Q0319,Passage comprehension question 319 about inference,Inference,Hard,1,Sample correct answer 319,Sample student response 319
Q0320,Passage comprehension question 320 about details,Details,Hard,3,Sample correct answer 320,Sample student response 320
Q0321,Passage comprehension question 321 about tone,Tone,Medium,1,Sample correct answer 321,Sample student response 321
Q0322,Passage comprehension question 322 about inference,Inference,Easy,5,Sample correct answer 322,Sample student response 322
Q0323,Passage comprehension question 323 about tone,Tone,Easy,3,Sample correct answer 323,Sample student response 323
Q0324,Passage comprehension question 324 about tone,Tone,Easy,2,Sample correct answer 324,Sample student response 324
Q0325,Passage comprehension question 325 about details,Details,Hard,4,Sample correct answer 325,Sample student response 325
Q0326,Passage comprehension question 326 about main idea,Main Idea,Easy,5,Sample correct answer 326,Sample student response 326
Q0327,Passage comprehension question 327 about details,Details,Hard,4,Sample correct answer 327,Sample student response 327
Q0328,Passage comprehension question 328 about inference,Inference,Medium,3,Sample correct answer 328,Sample student response 328
Q0329,Passage comprehension question 329 about details,Details,Medium,3,Sample correct answer 329,Sample student response 329
Q0330,Passage comprehension question 330 about inference,Inference,Easy,3,Sample correct answer 330,Sample student response 330
Q0331,Passage comprehension question 331 about details,Details,Hard,4,Sample correct answer 331,Sample student response 331
Q0332,Passage comprehension question 332 about main idea,Main Idea,Hard,4,Sample correct answer 332,Sample student response 332
Q0333,Passage comprehension question 333 about tone,Tone,Easy,4,Sample correct answer 333,Sample student response 333
Q0334,Passage comprehension question 334 about inference,Inference,Medium,3,Sample correct answer 334,Sample student response 334
Q0335,Passage comprehension question 335 about main idea,Main Idea,Easy,4,Sample correct answer 335,Sample student response 335
Q0336,Passage comprehension question 336 about tone,Tone,Easy,5,Sample correct answer 336,Sample student response 336
Q0337,Passage comprehension question 337 about details,Details,Medium,1,Sample correct answer 337,Sample student response 337
Q0338,Passage comprehension question 338 about vocabulary,Vocabulary,Hard,3,Sample correct answer 338,Sample student response 338
Q0339,Passage comprehension question 339 about tone,Tone,Medium,4,Sample correct answer 339,Sample student response 339
Q0340,Passage comprehension question 340 about inference,Inference,Easy,3,Sample correct answer 340,Sample student response 340
Q0341,Passage comprehension question 341 about tone,Tone,Easy,3,Sample correct answer 341,Sample student response 341
Q0342,Passage comprehension question 342 about details,Details,Hard,4,Sample correct answer 342,Sample student response 342
Q0343,Passage comprehension question 343 about inference,Inference,Easy,5,Sample correct answer 343,Sample student response 343
Q0344,Passage comprehension question 344 about vocabulary,Vocabulary,Hard,2,Sample correct answer 344,Sample student response 344
Q0345,Passage comprehension question 345 about main idea,Main Idea,Hard,1,Sample correct answer 345,Sample student response 345
Q0346,Passage comprehension question 346 about tone,Tone,Medium,1,Sample correct answer 346,Sample student response 346
Q0347,Passage comprehension question 347 about vocabulary,Vocabulary,Easy,4,Sample correct answer 347,Sample student response 347
Q0348,Passage comprehension question 348 about inference,Inference,Hard,2,Sample correct answer 348,Sample student response 348
Q0349,Passage comprehension question 349 about details,Details,Hard,3,Sample correct answer 349,Sample student response 349
Q0350,Passage comprehension question 350 about tone,Tone,Hard,3,Sample correct answer 350,Sample student response 350
Q0351,Passage comprehension question 351 about details,Details,Medium,4,Sample correct answer 351,Sample student response 351
Q0352,Passage comprehension question 352 about vocabulary,Vocabulary,Medium,5,Sample correct answer 352,Sample student response 352
Q0353,Passage comprehension question 353 about vocabulary,Vocabulary,Medium,2,Sample correct answer 353,Sample student response 353
Q0354,Passage comprehension question 354 about tone,Tone,Hard,2,Sample correct answer 354,Sample student response 354
Q0355,Passage comprehension question 355 about inference,Inference,Medium,4,Sample correct answer 355,Sample student response 355
Q0356,Passage comprehension question 356 about main idea,Main Idea,Hard,3,Sample correct answer 356,Sample student response 356
Q0357,Passage comprehension question 357 about inference,Inference,Medium,3,Sample correct answer 357,Sample student response 357
Q0358,Passage comprehension question 358 about tone,Tone,Hard,4,Sample correct answer 358,Sample student response 358
Q0359,Passage comprehension question 359 about vocabulary,Vocabulary,Medium,5,Sample correct answer 359,Sample student response 359
Q0360,Passage comprehension question 360 about details,Details,Medium,3,Sample correct answer 360,Sample student response 360
Q0361,Passage comprehension question 361 about tone,Tone,Hard,4,Sample correct answer 361,Sample student response 361
Q0362,Passage comprehension question 362 about details,Details,Medium,2,Sample correct answer 362,Sample student response 362
Q0363,Passage comprehension question 363 about vocabulary,Vocabulary,Hard,4,Sample correct answer 363,Sample student response 363
Q0364,Passage comprehension question 364 about vocabulary,Vocabulary,Medium,1,Sample correct answer 364,Sample student response 364
Q0365,Passage comprehension question 365 about main idea,Main Idea,Hard,4,Sample correct answer 365,Sample student response 365
Q0366,Passage comprehension question 366 about details,Details,Medium,2,Sample correct answer 366,Sample student response 366
Q0367,Passage comprehension question 367 about details,Details,Easy,2,Sample correct answer 367,Sample student response 367
Q0368,Passage comprehension question 368 about tone,Tone,Hard,3,Sample correct answer 368,Sample student response 368
Q0369,Passage comprehension question 369 about inference,Inference,Medium,1,Sample correct answer 369,Sample student response 369
Q0370,Passage comprehension question 370 about tone,Tone,Medium,1,Sample correct answer 370,Sample student response 370
Q0371,Passage comprehension question 371 about vocabulary,Vocabulary,Medium,2,Sample correct answer 371,Sample student response 371
Q0372,Passage comprehension question 372 about inference,Inference,Medium,3,Sample correct answer 372,Sample student response 372
Q0373,Passage comprehension question 373 about main idea,Main Idea,Hard,4,Sample correct answer 373,Sample student response 373
Q0374,Passage comprehension question 374 about inference,Inference,Medium,5,Sample correct answer 374,Sample student response 374
Q0375,Passage comprehension question 375 about details,Details,Medium,4,Sample correct answer 375,Sample student response 375
Q0376,Passage comprehension question 376 about tone,Tone,Easy,5,Sample correct answer 376,Sample student response 376
Q0377,Passage comprehension question 377 about inference,Inference,Easy,3,Sample correct answer 377,Sample student response 377
Q0378,Passage comprehension question 378 about vocabulary,Vocabulary,Hard,1,Sample correct answer 378,Sample student response 378
Q0379,Passage comprehension question 379 about details,Details,Easy,1,Sample correct answer 379,Sample student response 379
Q0380,Passage comprehension question 380 about details,Details,Easy,3,Sample correct answer 380,Sample student response 380
Q0381,Passage comprehension question 381 about inference,Inference,Easy,3,Sample correct answer 381,Sample student response 381
Q0382,Passage comprehension question 382 about inference,Inference,Medium,3,Sample correct answer 382,Sample student response 382
Q0383,Passage comprehension question 383 about main idea,Main Idea,Medium,2,Sample correct answer 383,Sample student response 383
Q0384,Passage comprehension question 384 about vocabulary,Vocabulary,Hard,4,Sample correct answer 384,Sample student response 384
Q0385,Passage comprehension question 385 about tone,Tone,Hard,2,Sample correct answer 385,Sample student response 385
Q0386,Passage comprehension question 386 about vocabulary,Vocabulary,Easy,1,Sample correct answer 386,Sample student response 386
Q0387,Passage comprehension question 387 about tone,Tone,Medium,5,Sample correct answer 387,Sample student response 387
Q0388,Passage comprehension question 388 about vocabulary,Vocabulary,Medium,5,Sample correct answer 388,Sample student response 388
Q0389,Passage comprehension question 389 about vocabulary,Vocabulary,Easy,4,Sample correct answer 389,Sample student response 389
Q0390,Passage comprehension question 390 about main idea,Main Idea,Medium,3,Sample correct answer 390,Sample student response 390
Q0391,Passage comprehension question 391 about inference,Inference,Medium,3,Sample correct answer 391,Sample student response 391
Q0392,Passage comprehension question 392 about tone,Tone,Easy,1,Sample correct answer 392,Sample student response 392
Q0393,Passage comprehension question 393 about details,Details,Medium,5,Sample correct answer 393,Sample student response 393
Q0394,Passage comprehension question 394 about main idea,Main Idea,Hard,4,Sample correct answer 394,Sample student response 394
Q0395,Passage comprehension question 395 about main idea,Main Idea,Medium,3,Sample correct answer 395,Sample student response 395
Q0396,Passage comprehension question 396 about vocabulary,Vocabulary,Medium,4,Sample correct answer 396,Sample student response 396
Q0397,Passage comprehension question 397 about inference,Inference,Easy,4,Sample correct answer 397,Sample student response 397
Q0398,Passage comprehension question 398 about tone,Tone,Medium,5,Sample correct answer 398,Sample student response 398
Q0399,Passage comprehension question 399 about main idea,Main Idea,Hard,3,Sample correct answer 399,Sample student response 399
Q0400,Passage comprehension question 400 about inference,Inference,Hard,4,Sample correct answer 400,Sample student response 400
Q0401,Passage comprehension question 401 about main idea,Main Idea,Easy,5,Sample correct answer 401,Sample student response 401
Q0402,Passage comprehension question 402 about inference,Inference,Hard,4,Sample correct answer 402,Sample student response 402
Q0403,Passage comprehension question 403 about main idea,Main Idea,Easy,5,Sample correct answer 403,Sample student response 403
Q0404,Passage comprehension question 404 about main idea,Main Idea,Easy,2,Sample correct answer 404,Sample student response 404
Q0405,Passage comprehension question 405 about tone,Tone,Medium,2,Sample correct answer 405,Sample student response 405
Q0406,Passage comprehension question 406 about inference,Inference,Hard,1,Sample correct answer 406,Sample student response 406
Q0407,Passage comprehension question 407 about main idea,Main Idea,Medium,1,Sample correct answer 407,Sample student response 407
Q0408,Passage comprehension question 408 about tone,Tone,Medium,2,Sample correct answer 408,Sample student response 408
Q0409,Passage comprehension question 409 about inference,Inference,Medium,3,Sample correct answer 409,Sample student response 409
Q0410,Passage comprehension question 410 about details,Details,Easy,2,Sample correct answer 410,Sample student response 410
Q0411,Passage comprehension question 411 about vocabulary,Vocabulary,Hard,3,Sample correct answer 411,Sample student response 411
Q0412,Passage comprehension question 412 about tone,Tone,Hard,3,Sample correct answer 412,Sample student response 412
Q0413,Passage comprehension question 413 about vocabulary,Vocabulary,Medium,4,Sample correct answer 413,Sample student response 413
Q0414,Passage comprehension question 414 about main idea,Main Idea,Hard,3,Sample correct answer 414,Sample student response 414
Q0415,Passage comprehension question 415 about inference,Inference,Medium,1,Sample correct answer 415,Sample student response 415
Q0416,Passage comprehension question 416 about vocabulary,Vocabulary,Easy,4,Sample correct answer 416,Sample student response 416
Q0417,Passage comprehension question 417 about tone,Tone,Medium,1,Sample correct answer 417,Sample student response 417
Q0418,Passage comprehension question 418 about details,Details,Easy,3,Sample correct answer 418,Sample student response 418
Q0419,Passage comprehension question 419 about tone,Tone,Easy,4,Sample correct answer 419,Sample student response 419
Q0420,Passage comprehension question 420 about main idea,Main Idea,Hard,3,Sample correct answer 420,Sample student response 420
Q0421,Passage comprehension question 421 about tone,Tone,Medium,3,Sample correct answer 421,Sample student response 421
Q0422,Passage comprehension question 422 about inference,Inference,Hard,2,Sample correct answer 422,Sample student response 422
Q0423,Passage comprehension question 423 about details,Details,Easy,5,Sample correct answer 423,Sample student response 423
Q0424,Passage comprehension question 424 about tone,Tone,Medium,5,Sample correct answer 424,Sample student response 424
Q0425,Passage comprehension question 425 about vocabulary,Vocabulary,Hard,1,Sample correct answer 425,Sample student response 425
Q0426,Passage comprehension question 426 about details,Details,Hard,3,Sample correct answer 426,Sample student response 426
Q0427,Passage comprehension question 427 about details,Details,Easy,2,Sample correct answer 427,Sample student response 427
Q0428,Passage comprehension question 428 about inference,Inference,Easy,3,Sample correct answer 428,Sample student response 428
Q0429,Passage comprehension question 429 about details,Details,Easy,1,Sample correct answer 429,Sample student response 429
Q0430,Passage comprehension question 430 about vocabulary,Vocabulary,Hard,2,Sample correct answer 430,Sample student response 430
Q0431,Passage comprehension question 431 about details,Details,Medium,3,Sample correct answer 431,Sample student response 431
Q0432,Passage comprehension question 432 about tone,Tone,Medium,5,Sample correct answer 432,Sample student response 432
Q0433,Passage comprehension question 433 about vocabulary,Vocabulary,Medium,1,Sample correct answer 433,Sample student response 433
Q0434,Passage comprehension question 434 about details,Details,Hard,4,Sample correct answer 434,Sample student response 434
Q0435,Passage comprehension question 435 about main idea,Main Idea,Easy,3,Sample correct answer 435,Sample student response 435
Q0436,Passage comprehension question 436 about vocabulary,Vocabulary,Medium,4,Sample correct answer 436,Sample student response 436
Q0437,Passage comprehension question 437 about vocabulary,Vocabulary,Medium,1,Sample correct answer 437,Sample student response 437
Q0438,Passage comprehension question 438 about main idea,Main Idea,Hard,3,Sample correct answer 438,Sample student response 438
Q0439,Passage comprehension question 439 about inference,Inference,Medium,3,Sample correct answer 439,Sample student response 439
Q0440,Passage comprehension question 440 about vocabulary,Vocabulary,Easy,4,Sample correct answer 440,Sample student response 440
Q0441,Passage comprehension question 441 about inference,Inference,Hard,2,Sample correct answer 441,Sample student response 441
Q0442,Passage comprehension question 442 about tone,Tone,Easy,1,Sample correct answer 442,Sample student response 442
Q0443,Passage comprehension question 443 about main idea,Main Idea,Easy,2,Sample correct answer 443,Sample student response 443
Q0444,Passage comprehension question 444 about tone,Tone,Easy,1,Sample correct answer 444,Sample student response 444
Q0445,Passage comprehension question 445 about tone,Tone,Easy,5,Sample correct answer 445,Sample student response 445
Q0446,Passage comprehension question 446 about vocabulary,Vocabulary,Easy,3,Sample correct answer 446,Sample student response 446
Q0447,Passage comprehension question 447 about vocabulary,Vocabulary,Hard,1,Sample correct answer 447,Sample student response 447
Q0448,Passage comprehension question 448 about main idea,Main Idea,Easy,2,Sample correct answer 448,Sample student response 448
Q0449,Passage comprehension question 449 about tone,Tone,Medium,2,Sample correct answer 449,Sample student response 449
Q0450,Passage comprehension question 450 about inference,Inference,Hard,1,Sample correct answer 450,Sample student response 450
Q0451,Passage comprehension question 451 about vocabulary,Vocabulary,Easy,3,Sample correct answer 451,Sample student response 451
Q0452,Passage comprehension question 452 about vocabulary,Vocabulary,Hard,3,Sample correct answer 452,Sample student response 452
Q0453,Passage comprehension question 453 about inference,Inference,Easy,3,Sample correct answer 453,Sample student response 453
Q0454,Passage comprehension question 454 about inference,Inference,Easy,4,Sample correct answer 454,Sample student response 454
Q0455,Passage comprehension question 455 about tone,Tone,Easy,1,Sample correct answer 455,Sample student response 455
Q0456,Passage comprehension question 456 about details,Details,Medium,3,Sample correct answer 456,Sample student response 456
Q0457,Passage comprehension question 457 about tone,Tone,Hard,1,Sample correct answer 457,Sample student response 457
Q0458,Passage comprehension question 458 about details,Details,Hard,2,Sample correct answer 458,Sample student response 458
Q0459,Passage comprehension question 459 about tone,Tone,Easy,5,Sample correct answer 459,Sample student response 459
Q0460,Passage comprehension question 460 about main idea,Main Idea,Medium,1,Sample correct answer 460,Sample student response 460
Q0461,Passage comprehension question 461 about inference,Inference,Medium,4,Sample correct answer 461,Sample student response 461
Q0462,Passage comprehension question 462 about details,Details,Hard,1,Sample correct answer 462,Sample student response 462
Q0463,Passage comprehension question 463 about details,Details,Hard,4,Sample correct answer 463,Sample student response 463
Q0464,Passage comprehension question 464 about inference,Inference,Easy,3,Sample correct answer 464,Sample student response 464
Q0465,Passage comprehension question 465 about tone,Tone,Easy,1,Sample correct answer 465,Sample student response 465
Q0466,Passage comprehension question 466 about vocabulary,Vocabulary,Medium,5,Sample correct answer 466,Sample student response 466
Q0467,Passage comprehension question 467 about tone,Tone,Hard,3,Sample correct answer 467,Sample student response 467
Q0468,Passage comprehension question 468 about details,Details,Hard,5,Sample correct answer 468,Sample student response 468
Q0469,Passage comprehension question 469 about main idea,Main Idea,Medium,5,Sample correct answer 469,Sample student response 469
Q0470,Passage comprehension question 470 about tone,Tone,Medium,1,Sample correct answer 470,Sample student response 470
Q0471,Passage comprehension question 471 about inference,Inference,Hard,5,Sample correct answer 471,Sample student response 471
Q0472,Passage comprehension question 472 about vocabulary,Vocabulary,Medium,4,Sample correct answer 472,Sample student response 472
Q0473,Passage comprehension question 473 about vocabulary,Vocabulary,Medium,3,Sample correct answer 473,Sample student response 473
Q0474,Passage comprehension question 474 about details,Details,Medium,4,Sample correct answer 474,Sample student response 474
Q0475,Passage comprehension question 475 about inference,Inference,Medium,4,Sample correct answer 475,Sample student response 475
Q0476,Passage comprehension question 476 about main idea,Main Idea,Hard,3,Sample correct answer 476,Sample student response 476
Q0477,Passage comprehension question 477 about main idea,Main Idea,Easy,4,Sample correct answer 477,Sample student response 477
Q0478,Passage comprehension question 478 about inference,Inference,Easy,1,Sample correct answer 478,Sample student response 478
Q0479,Passage comprehension question 479 about inference,Inference,Medium,1,Sample correct answer 479,Sample student response 479
Q0480,Passage comprehension question 480 about main idea,Main Idea,Easy,5,Sample correct answer 480,Sample student response 480
Q0481,Passage comprehension question 481 about inference,Inference,Hard,5,Sample correct answer 481,Sample student response 481
Q0482,Passage comprehension question 482 about tone,Tone,Medium,1,Sample correct answer 482,Sample student response 482
Q0483,Passage comprehension question 483 about details,Details,Medium,4,Sample correct answer 483,Sample student response 483
Q0484,Passage comprehension question 484 about inference,Inference,Medium,5,Sample correct answer 484,Sample student response 484
Q0485,Passage comprehension question 485 about main idea,Main Idea,Medium,1,Sample correct answer 485,Sample student response 485
Q0486,Passage comprehension question 486 about tone,Tone,Hard,2,Sample correct answer 486,Sample student response 486
Q0487,Passage comprehension question 487 about vocabulary,Vocabulary,Hard,4,Sample correct answer 487,Sample student response 487
Q0488,Passage comprehension question 488 about vocabulary,Vocabulary,Easy,3,Sample correct answer 488,Sample student response 488
Q0489,Passage comprehension question 489 about tone,Tone,Medium,1,Sample correct answer 489,Sample student response 489
Q0490,Passage comprehension question 490 about main idea,Main Idea,Hard,2,Sample correct answer 490,Sample student response 490
Q0491,Passage comprehension question 491 about details,Details,Hard,5,Sample correct answer 491,Sample student response 491
Q0492,Passage comprehension question 492 about tone,Tone,Hard,5,Sample correct answer 492,Sample student response 492
Q0493,Passage comprehension question 493 about inference,Inference,Hard,3,Sample correct answer 493,Sample student response 493
Q0494,Passage comprehension question 494 about inference,Inference,Easy,3,Sample correct answer 494,Sample student response 494
Q0495,Passage comprehension question 495 about main idea,Main Idea,Medium,3,Sample correct answer 495,Sample student response 495
Q0496,Passage comprehension question 496 about inference,Inference,Easy,2,Sample correct answer 496,Sample student response 496
Q0497,Passage comprehension question 497 about tone,Tone,Hard,4,Sample correct answer 497,Sample student response 497
Q0498,Passage comprehension question 498 about inference,Inference,Easy,1,Sample correct answer 498,Sample student response 498
Q0499,Passage comprehension question 499 about inference,Inference,Hard,5,Sample correct answer 499,Sample student response 499
Q0500,Passage comprehension question 500 about vocabulary,Vocabulary,Medium,4,Sample correct answer 500,Sample student response 500
Q0501,Passage comprehension question 501 about details,Details,Medium,2,Sample correct answer 501,Sample student response 501
Q0502,Passage comprehension question 502 about main idea,Main Idea,Medium,3,Sample correct answer 502,Sample student response 502
Q0503,Passage comprehension question 503 about tone,Tone,Hard,1,Sample correct answer 503,Sample student response 503
Q0504,Passage comprehension question 504 about inference,Inference,Easy,2,Sample correct answer 504,Sample student response 504
Q0505,Passage comprehension question 505 about tone,Tone,Easy,1,Sample correct answer 505,Sample student response 505
Q0506,Passage comprehension question 506 about main idea,Main Idea,Medium,4,Sample correct answer 506,Sample student response 506
Q0507,Passage comprehension question 507 about details,Details,Hard,4,Sample correct answer 507,Sample student response 507
Q0508,Passage comprehension question 508 about details,Details,Medium,2,Sample correct answer 508,Sample student response 508
Q0509,Passage comprehension question 509 about tone,Tone,Easy,3,Sample correct answer 509,Sample student response 509
Q0510,Passage comprehension question 510 about details,Details,Easy,3,Sample correct answer 510,Sample student response 510
Q0511,Passage comprehension question 511 about tone,Tone,Medium,5,Sample correct answer 511,Sample student response 511
Q0512,Passage comprehension question 512 about main idea,Main Idea,Easy,2,Sample correct answer 512,Sample student response 512
Q0513,Passage comprehension question 513 about details,Details,Hard,1,Sample correct answer 513,Sample student response 513
Q0514,Passage comprehension question 514 about inference,Inference,Easy,3,Sample correct answer 514,Sample student response 514
Q0515,Passage comprehension question 515 about vocabulary,Vocabulary,Easy,3,Sample correct answer 515,Sample student response 515
Q0516,Passage comprehension question 516 about main idea,Main Idea,Medium,1,Sample correct answer 516,Sample student response 516
Q0517,Passage comprehension question 517 about inference,Inference,Medium,4,Sample correct answer 517,Sample student response 517
Q0518,Passage comprehension question 518 about vocabulary,Vocabulary,Easy,4,Sample correct answer 518,Sample student response 518
Q0519,Passage comprehension question 519 about tone,Tone,Hard,2,Sample correct answer 519,Sample student response 519
Q0520,Passage comprehension question 520 about tone,Tone,Hard,3,Sample correct answer 520,Sample student response 520
Q0521,Passage comprehension question 521 about inference,Inference,Medium,1,Sample correct answer 521,Sample student response 521
Q0522,Passage comprehension question 522 about details,Details,Easy,4,Sample correct answer 522,Sample student response 522
Q0523,Passage comprehension question 523 about inference,Inference,Medium,5,Sample correct answer 523,Sample student response 523
Q0524,Passage comprehension question 524 about details,Details,Hard,4,Sample correct answer 524,Sample student response 524
Q0525,Passage comprehension question 525 about details,Details,Medium,1,Sample correct answer 525,Sample student response 525
Q0526,Passage comprehension question 526 about details,Details,Easy,3,Sample correct answer 526,Sample student response 526
Q0527,Passage comprehension question 527 about vocabulary,Vocabulary,Hard,4,Sample correct answer 527,Sample student response 527
Q0528,Passage comprehension question 528 about main idea,Main Idea,Easy,4,Sample correct answer 528,Sample student response 528
Q0529,Passage comprehension question 529 about inference,Inference,Easy,4,Sample correct answer 529,Sample student response 529
Q0530,Passage comprehension question 530 about tone,Tone,Medium,5,Sample correct answer 530,Sample student response 530
Q0531,Passage comprehension question 531 about inference,Inference,Medium,3,Sample correct answer 531,Sample student response 531
Q0532,Passage comprehension question 532 about main idea,Main Idea,Easy,3,Sample correct answer 532,Sample student response 532
Q0533,Passage comprehension question 533 about vocabulary,Vocabulary,Easy,5,Sample correct answer 533,Sample student response 533
Q0534,Passage comprehension question 534 about inference,Inference,Hard,5,Sample correct answer 534,Sample student response 534
Q0535,Passage comprehension question 535 about vocabulary,Vocabulary,Medium,3,Sample correct answer 535,Sample student response 535
Q0536,Passage comprehension question 536 about vocabulary,Vocabulary,Easy,1,Sample correct answer 536,Sample student response 536
Q0537,Passage comprehension question 537 about vocabulary,Vocabulary,Medium,2,Sample correct answer 537,Sample student response 537
Q0538,Passage comprehension question 538 about vocabulary,Vocabulary,Hard,2,Sample correct answer 538,Sample student response 538
Q0539,Passage comprehension question 539 about inference,Inference,Easy,4,Sample correct answer 539,Sample student response 539
Q0540,Passage comprehension question 540 about details,Details,Hard,5,Sample correct answer 540,Sample student response 540
Q0541,Passage comprehension question 541 about details,Details,Hard,5,Sample correct answer 541,Sample student response 541
Q0542,Passage comprehension question 542 about tone,Tone,Medium,3,Sample correct answer 542,Sample student response 542
Q0543,Passage comprehension question 543 about vocabulary,Vocabulary,Medium,1,Sample correct answer 543,Sample student response 543
Q0544,Passage comprehension question 544 about details,Details,Medium,3,Sample correct answer 544,Sample student response 544
Q0545,Passage comprehension question 545 about main idea,Main Idea,Hard,1,Sample correct answer 545,Sample student response 545
Q0546,Passage comprehension question 546 about main idea,Main Idea,Hard,1,Sample correct answer 546,Sample student response 546
Q0547,Passage comprehension question 547 about main idea,Main Idea,Medium,4,Sample correct answer 547,Sample student response 547
Q0548,Passage comprehension question 548 about inference,Inference,Easy,3,Sample correct answer 548,Sample student response 548
Q0549,Passage comprehension question 549 about main idea,Main Idea,Easy,1,Sample correct answer 549,Sample student response 549
Q0550,Passage comprehension question 550 about tone,Tone,Hard,5,Sample correct answer 550,Sample student response 550
Q0551,Passage comprehension question 551 about details,Details,Medium,5,Sample correct answer 551,Sample student response 551
Q0552,Passage comprehension question 552 about tone,Tone,Hard,1,Sample correct answer 552,Sample student response 552
Q0553,Passage comprehension question 553 about details,Details,Hard,2,Sample correct answer 553,Sample student response 553
Q0554,Passage comprehension question 554 about main idea,Main Idea,Hard,4,Sample correct answer 554,Sample student response 554
Q0555,Passage comprehension question 555 about tone,Tone,Easy,1,Sample correct answer 555,Sample student response 555
Q0556,Passage comprehension question 556 about details,Details,Easy,3,Sample correct answer 556,Sample student response 556
Q0557,Passage comprehension question 557 about inference,Inference,Hard,2,Sample correct answer 557,Sample student response 557
Q0558,Passage comprehension question 558 about inference,Inference,Easy,4,Sample correct answer 558,Sample student response 558
Q0559,Passage comprehension question 559 about details,Details,Hard,5,Sample correct answer 559,Sample student response 559
Q0560,Passage comprehension question 560 about tone,Tone,Easy,3,Sample correct answer 560,Sample student response 560
Q0561,Passage comprehension question 561 about main idea,Main Idea,Medium,4,Sample correct answer 561,Sample student response 561
Q0562,Passage comprehension question 562 about details,Details,Medium,5,Sample correct answer 562,Sample student response 562
Q0563,Passage comprehension question 563 about inference,Inference,Hard,3,Sample correct answer 563,Sample student response 563
Q0564,Passage comprehension question 564 about inference,Inference,Medium,1,Sample correct answer 564,Sample student response 564
